PID,Name,Position,Height,Weight,Age,Foot,WeakFootUsage,WeakFootAccuracy,Form,InjuryResistance,Nationality,AttStyle,DefStyle,Aptitudes,进攻意识 Off.Aware,控球 Ball Control,盘带 Dribbling,紧密控球 Tight Poss,短传 Low Pass,高传 Lofted Pass,射门 Finishing,头球 Heading,定位球 Set Piece,弧线 Curl,防守意识 Def.Aware,抢断 Tackling,侵略性 Aggression,防守参与 Def.Engage,GK 扑救意识,GK 接球,GK 反应,GK 倒地扑救,GK 控制范围,速度 Speed,加速 Acceleration,踢球力量 Kick Power,弹跳 Jumping,身体对抗 Phys.,平衡 Balance,体力 Stamina,Skills,AIStyles
176151,Lautaro Mora,DMF,182,74,20,Right,Rarely,Medium,Standard,Medium,Argentina,Orchestrator,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,61,69,63,70,73,70,61,62,56,61,68,64,65,72,40,40,40,40,40,68,65,69,61,70,64,74,Interception,
176154,Thaiel Peralta,RWF,171,66,18,Left,Rarely,Medium,Standard,Medium,Argentina,Creative Playmaker,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=2|SS=0|LB=0|CMF=1,68,72,74,71,69,64,66,53,63,66,52,55,60,58,40,40,40,40,40,74,76,63,60,56,71,69,,Incisive Run
176157,Facundo Kalinger,LWF,176,66,21,Left,Rarely,Medium,Standard,Medium,Argentina,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=1|RWF=2|SS=1|LB=0|CMF=2,61,72,69,71,69,69,62,53,67,69,52,50,51,53,40,40,40,40,40,66,70,67,56,58,69,66,,
176159,Thiago Pérez,CMF,184,71,20,Right,Rarely,Medium,Standard,Medium,Argentina,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,63,68,67,65,69,65,60,61,53,57,62,66,63,61,40,40,40,40,40,69,64,68,62,65,60,70,,Long Ranger
176166,Titouan Nihouarn,AMF,184,72,22,Right,Rarely,Medium,Inconsistent,Medium,France,Classic No. 10,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=1,63,69,65,66,69,64,59,54,61,63,49,54,50,53,40,40,40,40,40,64,67,66,64,60,66,65,First-time Shot,
176167,Hong Jin-Hyeok,GK,186,76,22,Right,Rarely,Medium,Inconsistent,Medium,Korea Republic,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,43,42,43,47,51,40,42,43,41,46,43,45,61,65,62,68,61,66,54,51,66,63,59,60,45,GK Low Punt,
176176,Ethan Bruchez,CMF,182,72,18,Right,Rarely,Medium,Inconsistent,Medium,Switzerland,Box-to-Box,Box-to-Box,RMF=1|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,60,68,60,63,66,67,60,57,65,64,53,54,58,57,40,40,40,40,40,68,70,72,60,57,60,69,Long Range Shooting|Rising Shot|Weighted Pass,Long Ball Expert|Long Ranger
176179,Rudy Matondo,CMF,178,67,18,Right,Rarely,Medium,Inconsistent,Medium,France,Hole Player,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=1|LWF=1|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,62,72,71,70,71,68,59,54,55,60,60,64,65,62,40,40,40,40,40,70,72,66,67,71,70,73,Cut Behind & Turn|Gamesmanship|Through Passing,Mazing Run
176187,Erick Belé,SS,183,70,19,Left,Rarely,Medium,Standard,Medium,Brazil,Deep-Lying Forward,Basic,RMF=0|AMF=2|CB=0|CF=1|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=2|LB=0|CMF=2,66,73,71,72,63,62,66,65,62,62,50,50,55,53,40,40,40,40,40,65,67,65,66,61,63,65,Cut Behind & Turn|Heading|Sole Control,
176191,Luis Pacheco,CMF,180,78,18,Right,Occasionally,High,Standard,Medium,Brazil,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,58,72,69,71,70,64,59,61,55,62,60,66,67,64,40,40,40,40,40,63,65,61,66,67,69,68,Cut Behind & Turn|Sole Control,
176198,Gibert Jordana,RB,180,78,19,Right,Rarely,Medium,Standard,Medium,Spain,Attacking Full-back,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=1|RWF=0|SS=0|LB=0|CMF=1,58,62,66,63,65,65,52,52,59,62,56,58,57,63,40,40,40,40,40,70,72,62,55,55,63,72,,
176209,Nicolas,LB,176,72,19,Left,Rarely,Medium,Standard,Medium,Brazil,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,60,64,66,62,68,69,58,64,58,68,60,63,62,60,40,40,40,40,40,69,74,62,69,60,67,71,,
176211,Tetê,LWF,180,72,19,Right,Rarely,Medium,Standard,Medium,Brazil,Prolific Winger,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=2|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,64,70,75,67,58,60,61,56,58,59,49,47,62,57,40,40,40,40,40,74,76,66,64,61,69,65,Double Touch|Gamesmanship|Scissors Feint,Mazing Run|Trickster
176213,Djhordney,CMF,178,70,19,Right,Rarely,Medium,Standard,Medium,Brazil,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,63,70,69,67,71,70,60,68,61,65,60,61,64,63,40,40,40,40,40,69,67,66,72,66,63,72,,
176219,Matteo Lavelli,CF,185,78,20,Right,Rarely,Medium,Inconsistent,Medium,Italy,Deep-Lying Forward,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,70,66,65,62,63,60,67,63,60,62,52,53,60,58,40,40,40,40,40,68,66,68,65,59,66,64,First-time Shot,
176230,Omar Falah,LB,180,78,23,Left,Rarely,Medium,Standard,Medium,Spain,Attacking Full-back,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=2|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=2|CMF=2,59,62,63,60,63,67,53,55,60,63,56,60,56,63,40,40,40,40,40,74,75,58,58,57,62,66,,Incisive Run
176242,Otávio,CB,180,78,21,Left,Rarely,Medium,Standard,Medium,Brazil,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,47,62,55,58,62,61,45,73,53,51,65,68,62,70,40,40,40,40,40,63,57,67,63,72,56,60,Aerial Superiority,
176243,Álex Verón,LWF,175,60,18,Left,Rarely,Medium,Standard,Medium,Argentina,Roaming Flank,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,64,71,76,72,64,66,64,53,58,70,47,46,55,51,40,40,40,40,40,69,75,70,57,53,74,66,Cut Behind & Turn|Scissors Feint|Scotch Move|Sombrero,Incisive Run|Trickster
176245,Álvaro Busso,GK,185,72,20,Left,Rarely,Medium,Standard,Medium,Argentina,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,42,51,45,45,55,57,40,45,46,44,48,49,54,60,67,64,68,63,65,58,59,71,69,65,57,53,,
176248,Leo Cristaldo,CB,190,72,17,Left,Rarely,Medium,Standard,Medium,Paraguay,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,53,57,54,55,58,62,46,67,53,54,68,64,66,67,40,40,40,40,40,61,59,65,64,73,54,59,,
176250,Tobías Andrada,AMF,178,68,19,Right,Rarely,Medium,Standard,Medium,Argentina,Hole Player,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=1|SS=1|LB=0|CMF=2,66,75,71,76,75,73,70,57,62,68,59,58,64,61,40,40,40,40,40,73,71,69,64,69,70,73,One-touch Pass,
176251,Demián Domínguez,LB,171,60,20,Left,Rarely,Medium,Standard,Medium,Argentina,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=1|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,60,65,67,65,64,70,57,53,60,70,60,65,69,61,40,40,40,40,40,70,72,68,65,57,67,71,Pinpoint Crossing,
176252,Dilan Godoy,CF,180,72,20,Left,Occasionally,Medium,Standard,Medium,Argentina,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,74,67,65,62,59,56,75,68,60,56,47,44,46,52,40,40,40,40,40,69,73,70,68,69,64,68,,
176254,Giovanni Baroni,AMF,183,65,17,Left,Occasionally,High,Standard,High,Argentina,Creative Playmaker,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,65,77,75,78,69,71,64,56,74,78,50,61,64,62,40,40,40,40,40,73,78,75,58,62,74,72,Cut Behind & Turn|Double Touch|Heel Trick|Long-Range Curler|Outside Curler|Scissors Feint|Sole Control|Sombrero|Through Passing|Weighted Pass,Incisive Run|Long Ranger|Trickster
176258,Emiliano Chiavassa,RWF,169,63,20,Left,Rarely,High,Standard,Medium,Argentina,Prolific Winger,Basic,RMF=2|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,63,71,74,70,68,66,61,51,63,66,47,51,50,52,40,40,40,40,40,76,75,64,59,53,71,62,Cut Behind & Turn|One-touch Pass,Mazing Run|Speeding Bullet
176259,Ignacio Alastra,RWF,174,68,19,Right,Rarely,Medium,Inconsistent,Medium,Argentina,Prolific Winger,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=2|SS=0|LB=0|CMF=0,67,66,72,65,64,63,65,59,55,62,48,55,58,59,40,40,40,40,40,76,76,64,60,62,67,65,Gamesmanship,Speeding Bullet
176264,Pietro Avena,LMF,185,71,19,Left,Rarely,Medium,Standard,Medium,Italy,Box-to-Box,Box-to-Box,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=2,62,65,65,61,65,66,59,56,62,64,56,59,65,60,40,40,40,40,40,70,68,66,61,58,64,66,,
176266,Yannick Gerritsen,GK,180,78,20,Right,Rarely,Medium,Standard,Medium,Netherlands,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,42,53,52,45,57,57,40,49,54,49,60,49,46,60,65,66,65,64,66,58,57,66,64,62,58,58,,
176268,Kanda Taito,DMF,180,69,18,Left,Rarely,Medium,Standard,Medium,Japan,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,54,64,57,62,65,61,55,57,54,50,58,65,70,68,40,40,40,40,40,70,64,68,57,65,62,76,,
176270,Kobayashi Yuzuki,AMF,175,68,18,Left,Rarely,Medium,Standard,Medium,Japan,Creative Playmaker,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=1,61,68,62,66,64,60,56,47,63,67,51,48,52,55,40,40,40,40,40,67,74,70,58,56,66,68,,
176271,Edward Matthew,DMF,181,77,18,Right,Rarely,Medium,Standard,Medium,Japan,Basic,The Destroyer,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,48,59,53,56,58,64,50,62,57,52,59,66,74,64,40,40,40,40,40,68,62,72,61,66,59,70,,
176272,Sato Sonosuke,CF,175,70,23,Right,Rarely,Medium,Standard,Medium,Japan,Deep-Lying Forward,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=0|SS=2|LB=0|CMF=0,62,65,68,66,64,60,62,50,57,70,45,43,54,47,40,40,40,40,40,72,77,67,62,52,74,66,,
176274,Eden Gassama,CB,188,74,21,Right,Rarely,Medium,Inconsistent,Medium,Mali,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,53,59,52,60,58,63,51,68,45,51,67,64,64,62,40,40,40,40,40,63,56,61,64,68,54,63,Aerial Superiority,Long Ball Expert
176275,Fukuta Muku,DMF,174,67,19,Right,Rarely,Medium,Standard,Medium,Japan,Anchor Man,Anchor Man,RMF=2|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=1|SS=0|LB=0|CMF=1,57,63,63,64,62,56,59,55,56,60,60,64,66,58,40,40,40,40,40,72,69,64,58,56,65,66,,
176278,Renato Nhaga,CMF,178,75,19,Right,Rarely,Medium,Standard,Medium,Guinea-Bissau,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,62,73,67,71,70,65,59,52,63,60,63,66,75,70,40,40,40,40,40,77,71,65,68,58,75,80,,
176280,Kasper Boogaard,DMF,187,75,20,Right,Rarely,Medium,Standard,Medium,Netherlands,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,58,65,63,63,64,66,57,59,64,64,60,62,70,63,40,40,40,40,40,67,66,70,64,66,64,73,Fighting Spirit|Interception|Long Range Shooting|One-touch Pass,Long Ranger
176281,Ekaitz Redondo,CF,174,70,22,Right,Rarely,Medium,Standard,Medium,Spain,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,63,63,65,66,58,55,65,60,60,57,50,50,57,56,40,40,40,40,40,72,76,63,63,60,65,60,Rising Shot,
176288,Errol Mundle-Smith,RWF,180,78,20,Right,Rarely,Medium,Standard,Medium,England,Prolific Winger,Basic,RMF=1|AMF=0|CB=0|CF=1|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,59,58,66,53,56,59,60,56,53,62,44,42,48,52,40,40,40,40,40,74,78,63,66,56,69,61,,
176290,Freddie Simmonds,CB,190,80,18,Right,Rarely,Medium,Standard,Medium,England,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,50,56,52,56,57,55,51,65,50,56,65,65,67,68,40,40,40,40,40,62,60,64,60,70,54,72,,
176291,Harry Howell,AMF,180,70,18,Left,Rarely,Medium,Unwavering,Medium,England,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=2,68,73,67,68,72,73,64,48,65,67,51,57,62,53,40,40,40,40,40,66,70,65,60,57,72,72,Penalty Specialist,
176292,Agustín Falcón,RB,179,75,21,Right,Rarely,Medium,Standard,Medium,Argentina,Attacking Full-back,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,59,64,65,61,67,69,51,60,57,67,57,66,62,59,40,40,40,40,40,72,68,63,64,66,62,70,Pinpoint Crossing,
176296,Jhon Rentería,RWF,180,66,21,Left,Rarely,Medium,Standard,Medium,Colombia,Prolific Winger,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=0|LB=0|CMF=0,63,73,78,72,65,61,62,56,54,61,50,60,61,58,40,40,40,40,40,78,80,66,60,60,69,66,Cut Behind & Turn|Double Touch|Flip Flap|Gamesmanship|Outside Curler|Scissors Feint|Scotch Move|Sole Control|Sombrero,Incisive Run|Mazing Run|Speeding Bullet|Trickster
176297,Yoon Sung-Jun,CMF,170,67,19,Right,Rarely,Medium,Standard,Medium,Korea Republic,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,54,70,65,68,71,67,51,53,57,64,62,65,75,76,40,40,40,40,40,71,70,72,59,55,74,82,Fighting Spirit|Interception|Weighted Pass,
176299,Ohata Rinsei,CB,177,74,23,Right,Rarely,Medium,Standard,Medium,Japan,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=0,49,55,51,53,58,52,46,54,50,56,59,64,67,73,40,40,40,40,40,68,70,63,66,64,60,68,,
176301,Mathys de Carvalho,DMF,183,71,21,Right,Rarely,Medium,Standard,Medium,France,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,56,67,63,64,72,71,56,58,64,65,63,66,64,65,40,40,40,40,40,63,65,60,63,68,65,72,Long Range Shooting|One-touch Pass|Sole Control|Through Passing|Weighted Pass,Long Ball Expert
176302,Alejandro Rodríguez,CF,176,69,18,Right,Rarely,High,Inconsistent,Medium,England,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,67,62,64,63,57,54,66,61,59,56,48,52,58,57,40,40,40,40,40,73,73,67,67,60,69,61,Acrobatic Finishing|Cut Behind & Turn|First-time Shot|Heading,Mazing Run|Speeding Bullet
176304,Aiden McCallion,CMF,180,70,18,Right,Rarely,Medium,Standard,Medium,Scotland,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,57,67,62,65,68,68,55,48,52,60,58,58,62,60,40,40,40,40,40,64,60,64,62,60,67,67,,
176310,Landon Emenalo,DMF,177,72,18,Left,Rarely,Medium,Standard,Medium,England,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,60,68,65,68,65,67,55,62,57,60,65,65,67,64,40,40,40,40,40,64,69,64,65,60,66,67,,
176312,Amar Sanghrajka,CMF,171,70,20,Right,Rarely,Medium,Standard,Medium,England,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,53,67,63,68,66,62,57,51,65,67,52,55,57,61,40,40,40,40,40,70,75,68,59,56,74,70,,
176324,Somto Boniface,LB,178,70,20,Left,Rarely,Medium,Standard,Medium,England,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,58,65,65,60,65,68,54,48,58,63,62,65,65,64,40,40,40,40,40,67,70,70,60,62,70,73,,
176334,Hosoi Kyo,CB,183,77,23,Left,Rarely,Medium,Standard,Medium,Japan,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,43,53,46,50,54,58,49,66,51,56,66,65,73,71,40,40,40,40,40,68,61,64,72,76,58,65,Captaincy|Long Throw,
176336,Ronaldo Julio,CF,175,72,21,Right,Rarely,Medium,Standard,Medium,Colombia,Dummy Runner,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,67,63,66,61,60,56,65,61,58,56,50,47,51,53,40,40,40,40,40,68,71,62,66,59,64,62,,
176341,Noham Kamara,CB,185,74,19,Right,Occasionally,High,Inconsistent,Medium,France,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,49,61,57,58,64,60,50,62,51,55,63,66,62,65,40,40,40,40,40,70,68,56,69,66,62,65,Interception,Early Cross
176342,Telli Siwe,CB,185,76,22,Right,Almost Never,Medium,Inconsistent,Medium,France,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,51,56,54,53,60,59,49,70,51,56,67,70,68,70,40,40,40,40,40,65,62,56,70,71,53,62,Blocker|Man Marking,
176343,Ramiro Paunero,LB,170,65,21,Left,Rarely,Medium,Standard,Medium,Argentina,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,59,62,66,60,61,67,52,59,56,66,60,63,64,62,40,40,40,40,40,74,73,64,62,59,64,69,,
176358,Maxence Maisonneuve,CB,191,78,27,Right,Rarely,High,Standard,Medium,France,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,55,60,55,56,59,62,44,71,55,59,68,71,72,70,40,40,40,40,40,64,57,64,74,75,57,64,Acrobatic Clearance|Aerial Superiority|Heading|Interception|Man Marking|Sliding Tackle,Long Ball Expert
176359,Joël Ito,CMF,166,56,28,Right,Occasionally,High,Standard,Medium,Belgium,Box-to-Box,Box-to-Box,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,64,71,68,67,73,69,60,57,60,62,60,65,72,68,40,40,40,40,40,68,74,67,64,56,72,70,Pinpoint Crossing|Through Passing,Mazing Run|Speeding Bullet
176364,Samuel Gueulette,DMF,174,65,26,Right,Rarely,Medium,Standard,Medium,Rwanda,Anchor Man,Anchor Man,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,55,67,67,67,69,65,60,64,59,62,63,65,72,68,40,40,40,40,40,70,74,71,74,60,69,74,Aerial Superiority|Blocker|Fighting Spirit|Man Marking|One-touch Pass,Long Ranger
176365,Mohamed Guindo,CF,182,75,23,Right,Rarely,Medium,Standard,Medium,Mali,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,70,63,64,59,57,56,68,62,61,60,53,54,66,59,40,40,40,40,40,78,80,70,65,66,59,64,First-time Shot,Long Ranger
176366,Jordi Liongola,RB,182,72,26,Right,Rarely,Medium,Standard,Medium,Burundi,Attacking Full-back,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=1|RWF=0|SS=0|LB=2|CMF=2,63,64,67,62,62,65,61,65,66,67,61,58,71,64,40,40,40,40,40,76,73,70,74,63,61,74,Gamesmanship|Heading|Interception|Long-Range Curler|Scissors Feint|Sliding Tackle|Sole Control,Early Cross|Incisive Run|Mazing Run|Speeding Bullet|Trickster
176367,Lucas Monteiro,GK,180,78,21,Right,Rarely,Medium,Standard,Medium,Portugal,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,56,55,45,58,57,40,48,56,52,60,49,46,60,65,63,69,65,66,56,55,63,66,61,54,54,,
176372,Andrea Franzoni,AMF,188,80,29,Right,Occasionally,High,Standard,Medium,Italy,Hole Player,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,68,70,67,69,64,66,66,64,68,67,58,57,65,62,40,40,40,40,40,71,67,73,63,73,67,74,First-time Shot|Heading,Long Ranger
176374,Matteo Carbone,CF,180,78,19,Right,Rarely,Medium,Standard,Medium,Italy,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,67,62,63,58,62,60,65,57,61,59,49,52,60,55,40,40,40,40,40,66,69,64,62,55,63,61,,
176377,Antonio Boccadamo,RB,172,64,27,Right,Rarely,Medium,Standard,Medium,Italy,Attacking Full-back,Basic,RMF=2|AMF=0|CB=2|CF=0|LMF=2|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,59,64,66,60,60,66,57,59,58,63,60,61,64,60,40,40,40,40,40,74,76,68,65,59,64,69,Gamesmanship|Pinpoint Crossing,Early Cross|Long Ranger|Mazing Run|Speeding Bullet
176378,Elhdji Thioune,CF,188,80,22,Right,Rarely,Medium,Standard,Medium,Senegal,Deep-Lying Forward,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,67,63,65,63,62,51,66,64,57,59,53,52,65,57,40,40,40,40,40,72,67,63,64,72,66,68,Gamesmanship,
176383,Andrea Bottaro,CB,180,78,19,Right,Rarely,Medium,Standard,Medium,Italy,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=0,57,60,59,58,63,64,49,65,55,58,64,66,65,67,40,40,40,40,40,66,62,66,70,65,60,62,,
176393,Raffaele Romano,RB,183,67,21,Right,Occasionally,High,Standard,Medium,Italy,Defensive Full-back,Basic,RMF=2|AMF=0|CB=2|CF=0|LMF=2|LWF=0|RB=2|DMF=1|RWF=0|SS=0|LB=2|CMF=1,58,64,61,59,63,67,57,63,56,65,63,68,71,68,40,40,40,40,40,72,69,65,68,68,60,73,Heading,
176395,Benoit De Jaegere,LB,186,78,22,Left,Rarely,Medium,Standard,Medium,Belgium,Defensive Full-back,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,58,61,64,59,63,65,49,60,56,62,60,64,66,61,40,40,40,40,40,72,70,66,63,61,64,67,,
176396,Tochukwu Nnadi,CMF,176,68,23,Right,Rarely,Medium,Standard,Medium,Nigeria,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,59,67,67,64,71,67,57,63,61,62,64,64,75,71,40,40,40,40,40,69,70,71,74,63,68,75,Acrobatic Clearance|Blocker|Gamesmanship|Interception|Weighted Pass,Long Ranger
